"TEMPORADA","COLOR","MARCA","DESCRIPCION","CODIGO"
0,"PYTHON","SANDRO","FALDA","9.97914969999906E+15"
0,"AZUL","SANDRO","FALDA","9.97914969999908E+15"
0,"MULTICOLOR","SANDRO","FALDA","9.97914969999904E+15"
0,"NEGRO","SANDRO","FALDA","9.97914969999979E+15"
0,"NEGRO","SANDRO","FALDA","9.97914969999958E+15"
0,"PLATA","SANDRO","FALDA","9.97914969999910E+15"
0,"NOIR","SANDRO","FALDA","9.97914969999907E+15"
0,"MARINO","SANDRO","FALDA","9.97914969999992E+15"
0,"MARINO","SANDRO","FALDA","9.97914969999971E+15"
0,"ORO","SANDRO","FALDA","9.97914969999971E+15"
0,"TERRACOTA","SANDRO","FALDA","9.97914969999979E+15"
0,"MARRN","SANDRO","FALDA","9.97914969999976E+15"
0,"ROSA","SANDRO","FALDA","9.97914969999972E+15"
0,"CARAMELO","SANDRO","FALDA","9.97914969999956E+15"
0,"MARINO","SANDRO","FALDA","9.97914969999957E+15"
0,"NOIR","SANDRO","FALDA","9.97914969999952E+15"
0,"AZUL","SANDRO","FALDA","9.97914969999900E+15"
0,"BURDEOS","SANDRO","FALDA","9.97914969999901E+15"
0,"AZUL","SANDRO","FALDA","9.97914969999907E+15"
0,"BLUE JEAN","SANDRO","FALDA","9.97914969999978E+15"
0,"AMARILLO","SANDRO","FALDA","9.97914969999974E+15"
0,"VERT","SANDRO","FALDA","9.97914969999960E+15"
0,"MARINO","SANDRO","FALDA","9.97914969999954E+15"
0,"NOIR","SANDRO","FALDA","9.97914969999904E+15"
0,"PLANCHAS","VILLARAMA","Planchas Bizcocho UD","9.39974339099114E+15"
3,40,"KAREN MILLEN","DRESS","9.97946266595505E+15"
3,83,"KAREN MILLEN","DRESS","9.97946266595536E+15"
3,40,"KAREN MILLEN","DRESS","9.97946266595518E+15"
3,83,"KAREN MILLEN","DRESS","9.97946266595537E+15"
3,40,"KAREN MILLEN","DRESS","9.97946266595509E+15"
3,40,"KAREN MILLEN","DRESS","9.97946266595506E+15"
3,40,"KAREN MILLEN","DRESS","9.97946266595502E+15"
3,83,"KAREN MILLEN","DRESS","9.97946266595530E+15"
3,83,"KAREN MILLEN","DRESS","9.97946266595531E+15"
3,40,"KAREN MILLEN","DRESS","9.97946266595504E+15"
3,40,"KAREN MILLEN","DRESS","9.97946266595520E+15"
3,83,"KAREN MILLEN","DRESS","9.97946266595534E+15"
1,"KAKI","?","PANTALï¿½N JACQUARD","9.54934193799708E+15"
1,"BLACK","?","PANTALï¿½N JACQUARD","9.54934193799710E+15"
0,"?","EISPORT","ESTUCHE DISCOVERER PLASTICO PI","9.97979959592094E+15"
0,"GRIS OSCURO","JOIE","CAPAZO CHROME FOGGY GREY","9.97993079395506E+15"
1,"50408017/417","BOSS WOMAN","ZAPATOS","9.97988611592545E+15"
0,"ARENA","SANDRO","ZAPATOS","9.97914929099975E+15"
0,"NEGRO","SANDRO","ZAPATOS","9.97914929099951E+15"
0,"NEGRO","SANDRO","ZAPATOS","9.97914929099951E+15"
0,"NEGRO","SANDRO","ZAPATOS","9.97914929099958E+15"
0,"ORO","SANDRO","ZAPATOS","9.97914929099954E+15"
0,"BLANCO","SANDRO","ZAPATOS","9.97914929099958E+15"
0,"VIOLET","SANDRO","ZAPATOS","9.97914929099979E+15"
0,"ROJIZO","SANDRO","ZAPATOS","9.97914929099976E+15"
0,"MARINO","SANDRO","ZAPATOS","9.97914929099972E+15"
0,"NEGRO","SANDRO","ZAPATOS","9.97914929099956E+15"
0,"NUDE","SANDRO","ZAPATOS","9.97914929099957E+15"
0,"TRANSPARENTE","SANDRO","ZAPATOS","9.97914929099974E+15"
0,"TRANSPARENTE","SANDRO","ZAPATOS","9.97914929099960E+15"
0,"BURDEOS","SANDRO","ZAPATOS","9.97914929099954E+15"
0,"CHOCOLATE","LEONIDAS","CHOCOLATE NEGRO 54%","9.39959866899094E+15"
0,"CHOCOLATE","LEONIDAS","CHOCOLATE NEGRO 85%","9.39959866899091E+15"
0,"CHOCOLATE LECHE","LEONIDAS","CHOCOLATE LECHE 30% ALMENDRAS","9.39959866899098E+15"
0,50,"PAUL&SHARK","JERSEY CREMALLERA LISO","9.97986498799081E+15"
0,44,"PAUL&SHARK","JERSEY CREMALLERA LISO","9.97986498799032E+15"
0,333,"PAUL&SHARK","JERSEY CREMALLERA RAYAS","9.97986498799086E+15"
0,50,"PAUL&SHARK","JERSEY CREMALLERA LISO","9.97986498799090E+15"
2,"50400504/001","BOSS -","DRESSES","9.97988601597526E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099974E+15"
0,"SKY BLUE","SANDRO","TOP","9.97914959099960E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099910E+15"
0,"AMARILLO","SANDRO","TOP","9.97914959099903E+15"
0,"SKY BLUE","SANDRO","TOP","9.97914959099972E+15"
0,"NOIR","SANDRO","TOP","9.97914959099978E+15"
0,"ROSA PALO","SANDRO","TOP","9.97914959099975E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099972E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099951E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099956E+15"
0,"ROSA","SANDRO","TOP","9.97914959099901E+15"
0,"MARINO","SANDRO","TOP","9.97914959099957E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099954E+15"
0,"MULTICOLOR","SANDRO","TOP","9.97914959099907E+15"
0,"NOIR","SANDRO","TOP","9.97914959099976E+15"
0,"NOIR","SANDRO","TOP","9.97914959099955E+15"
0,"BLANCO","SANDRO","TOP","9.97914959099951E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099958E+15"
0,"MARINO","SANDRO","TOP","9.97914959099955E+15"
0,"AZUL","SANDRO","TOP","9.97914959099952E+15"
0,"VERDE","SANDRO","TOP","9.97914959099906E+15"
0,"MULTICOLOR","SANDRO","TOP","9.97914959099901E+15"
0,"?","?","MILAN 1 /MAGNOLIA SUPER","9.97996338999947E+15"
0,"?","?","cocina fenix bco 32 .gola","9.97996372599936E+15"
0,"?","?","MILï¿½N 1 /MAGNOLIA MATE SUPER","9.97996338999949E+15"
0,"?","?","100004297 LECHAL RHIN GRIS","9.97996404899906E+15"
0,"?","?","100004294 LECHAL ARTICA","9.97996404899908E+15"
0,"?","?","100005324 PROPART AL. AN PLATA","9.97996404899905E+15"
0,"BLACK","TED BAKER","VESTIDOS","9.97958211499507E+15"
0,"CROMO","?","arizona sport","9.97996402196444E+15"
0,"PLATA BRILLO","?","VERSALLES 2P+CAJEADO CRISTAL","9.97996402196445E+15"
0,"CROMO","?","19-008215/as","9.97996402196448E+15"
0,72,"?","DESCRIPCION MODELO","9.97979069691972E+15"
0,"?","?","DESCRIPCION MODELO","9.97975429795071E+15"
0,"GRIS","?","past rapid n manhattan","9.97996403695269E+15"
0,"BLANCO","?","B21501001","9.97996403695266E+15"
0,"MANHATTAN","?","CEMENTO TAPAJUNTAS BLANCO","9.97996403695247E+15"
0,"CROMADO","?",100126772,"9.97996403695265E+15"
0,"ALUMINIO","?",100126772,"9.97996403695248E+15"
0,"MARRON","?","CEMENTO TAPAJUNTAS BLANCO","9.97996403695244E+15"
0,"ANTRACITA","?","CEMENTO TAPAJUNTAS BLANCO","9.97996403695244E+15"
0,"ALUMINIO","?","B71122004","9.97996403695242E+15"
0,"MARFIL","?","COLORSTUK RAPID N MARFIL","9.97996403695250E+15"
0,"ACERO INOX BRIL","?","perfil pro-acero inox cepillad","9.97996403695262E+15"
0,"ACERO INOX BRIL","?","perfil pro-acero inox cepillad","9.97996403695248E+15"
0,"ALUMINIO","?","propart alum","9.97996403695227E+15"
0,"CROMO","?","perfil 10004968","9.97996403695264E+15"
0,"OYSTERGRAY","SELECTED","SLHTAPERED-BRANDON MIX PANTS W","9.97975579599992E+15"
1,"LIGHTBLUE","SELECTED","SLHSLIM-MARVIN BLAZER B EX","9.97975509999918E+15"
1,"DARKBLUE","SELECTED","SLHSLIM-MARVIN BLAZER B EX","9.97975509999919E+15"
0,"DARKNAVY","SELECTED","SLHAJO PENNY SUEDE ESPADRILLES","9.97975529099951E+15"
0,"CORNSTALK","SELECTED","SLHAJO PENNY SUEDE ESPADRILLES","9.97975529099951E+15"
0,13,"PAUL&SHARK","CHAQUETA CON CREMALLERA Y","9.97986498599755E+15"
0,577,"PAUL&SHARK","CAZADORA LANA CON CREMALL","9.97986498599751E+15"
0,691,"PAUL&SHARK","SUDADERA CUELLO REDONDO","9.97986498399975E+15"
0,50,"PAUL&SHARK","PARKA LANA CON CAPUCHA","9.97986463099549E+15"
0,50,"PAUL&SHARK","CAZADORA LANA CON CREMALL","9.97986498599754E+15"
0,13,"PAUL&SHARK","POLO M/L LISO ALGODON","9.97986498099519E+15"
0,11,"PAUL&SHARK","PARKA POLIESTER CON CAPUC","9.97986463099569E+15"
0,50,"PAUL&SHARK","PARKA NYLON","9.97986463099566E+15"
0,358,"PAUL&SHARK","PARKA NYLON","9.97986463099563E+15"
0,209,"PAUL&SHARK","CAZADORA CON CAPUCHA","9.97986463199507E+15"
0,50,"PAUL&SHARK","PARKA NYLON","9.97986463199504E+15"
0,50,"PAUL&SHARK","JERSEY CREMALLERA LISO","9.97986498599751E+15"
0,358,"PAUL&SHARK","SUDADERA CUELLO REDONDO","9.97986498399971E+15"
0,10,"PAUL&SHARK","SUDADERA CUELLO REDONDO","9.97986498399971E+15"
0,577,"PAUL&SHARK","PARKA POLIESTER CON CAPUC","9.97986463099548E+15"
0,10,"PAUL&SHARK","CAMISA M/L LISA ANAGRAMAS","9.97986493599504E+15"
0,691,"PAUL&SHARK","POLO M/L LISO ALGODON","9.97986498099517E+15"
0,13,"PAUL&SHARK","SUDADERA CUELLO REDONDO","9.97986498399978E+15"
0,13,"PAUL&SHARK","SUDADERA CUELLO REDONDO","9.97986498399974E+15"
0,209,"PAUL&SHARK","PARKA NYLON","9.97986463099565E+15"
0,11,"PAUL&SHARK","CAZADORA CON CAPUCHA","9.97986463199503E+15"
0,"WINTER WHITE","FREN.CONNECTION","TOPS","9.97954654599797E+15"
0,"PLATA BRILLO","?","SEV-21170-1","9.97996458098375E+15"
0,"PLATA BRILLO","?","cntauro crist.tra.patiniumcro.","9.97996458098307E+15"
0,"PLATA BRILLO","?","mamparas","9.97996458098372E+15"
0,"?","CITIZEN","RELOJ CABALLERO","9.97979836799092E+15"
0,"?","CITIZEN","RELOJ CABALLERO","9.97979836799077E+15"
0,"?","CITIZEN","RELOJ CABALLERO","9.97979836799080E+15"
0,"PB","?","PLUS EVO PB V5 SEPARADOR","9.97996458098357E+15"
1,200,"ETRO","ABRIGO","9.97903004599960E+15"
1,200,"ETRO","ABRIGO","9.97903004599966E+15"
0,"BEIGE","SANDRO","ABRIGO","9.97914939799997E+15"
0,"SKY BLUE","SANDRO","ABRIGO","9.97914939799994E+15"
0,"BEIGE","SANDRO","ABRIGO","9.97914939799979E+15"
0,"MARINO","SANDRO","ABRIGO","9.97914939799993E+15"
0,"CAFE SOLUB GOLD","NESCAFE","CAFE GOLD BLEND ORGANIC ARABIC","9.97959810399731E+15"
3,"PINK","DISNEY-DTR","JERSEY LICENCIA  MINNIE","9.97994983597965E+15"
3,"BLUE WHITE","DISNEY-DTR","JERSEY LICENCIA - MICKEY","9.97994933599906E+15"
3,"PINK WHITE","DISNEY-DTR","CONJUNTO TRICOT LICENCIA MINNI","9.97994982999931E+15"
3,1,"KAREN MILLEN","KNITWEAR","9.97946266595511E+15"
